job_title,location,job_desc,applicants,company,level,job_length
"Software Engineer, Backend","Atlanta, GA","
        Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest.<br><br>We are seeking a Backend Software Engineer to build out financial products and features providing new levels of accessibility and flexibility to our users. Affirm is experiencing explosive growth with millions of customers across thousands of merchants in-store and online, and your contributions will be a key enabler of that growth. Come join us as we build a beloved, lasting financial services brand predicated on honesty and trust.<br><br><strong><u>What You’ll Do<br></u></strong><ul> <li> Work with product and engineering managers to identify and plan projects based on the team goals and resources. </li> <li> Drive detailed project definition, design, cross-functional alignment, estimation, in addition to task break-down, delivery, monitoring, and maintenance. </li> <li> Consistently generate simple and elegant designs, and write high-quality code that can be easily understood and leveraged by others. </li> <li> Build relationships with people across engineering and other organizations for the design, implementation, roll-out and maintenance of projects. </li> <li> Actively participates in making their team and workplace an inclusive environment for people from all backgrounds. </li> <br><br></ul><strong><u>What We Look For<br></u></strong><ul> <li> 2+ years of software engineering experience shipping production quality code </li> <li> Passionate: Passionate about Affirm's Mission: ""Deliver Honest Financial Products that improve lives"" </li> <li> Technical: Solid CS fundamentals and fluency of a dynamically typed language. We primarily use Python, but members of our team have backgrounds in a wide range of technologies </li> <li> Collaborative: Enjoys cross team collaboration especially with product managers and designers </li> <li> Humble: You have the humility and self-awareness to understand and navigate the unknown </li> <li> User Focused: Cares about the details in the user experience </li> <br><br></ul><strong>Location<br><br></strong><strong> We’re excited to announce that Affirm is now a remote-first company! This role can be located anywhere in the U.S. and Canada (with the exception of Quebec) . Remote based employees may occasionally travel to an Affirm office for meetings or team building events. Our offices in San Francisco, New York City, Pittsburgh, Chicago, and Salt Lake City will remain operational and accessible for anyone to use on a voluntary basis. <br><br></strong>Check out our remote-first approach to learn more about the new ways we work.<br><br>If you got this far, we hope you're feeling excited about this role. Even if you don't feel you meet every single requirement, we still encourage you to apply. We're eager to meet people who believe in Affirm's mission and can contribute to our team in a variety of ways—not just candidates who check all the boxes.<br><br>At Affirm, People Come First is one of our core values, and that’s why diversity and inclusion are vital to our priorities as an equal opportunity employer. You can read about our D&amp;I program here and our progress thus far in our 2020 DEI Report .<br><br>We also believe It’s On Us to provide an inclusive interview experience for all, including people with disabilities. We are happy to provide reasonable accommodations to candidates in need of individualized support during the hiring process.<br><br>We will consider for employment qualified applicants with arrest and conviction records in accordance with applicable federal, state, and local laws, including the San Francisco Fair Chance Ordinance. By clicking ""Submit Application,"" I acknowledge that I have read the Affirm Employment Privacy Policy , and hereby consent to the collection, processing, use, and storage of my personal information as described therein.<br><br>
      ","
            Be among the first 25 applicants
          ","
        
          Affirm
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Full Stack Software Engineer I,"Atlanta, GA","
        Azalea Health is a Health IT company providing web-based Electronic Health Records (EHR) and Revenue Cycle Management (RCM) services to clients nationwide. <strong>We are an entrepreneurial organization previously recognized as the one of the 5000 Fastest Growing Private Companies in America by Inc. Magazine and as the Emerging Health IT Company of the Year by the Metro Atlanta Chamber.<br><br></strong><strong>We are seeking smart, motivated F/T Full Stack Software Engineer I to work within our growing team!<br><br></strong><strong>DUTIES &amp; RESPONSIBILITIES:<br><br></strong>Writes code that utilizes the latest design patterns and best practices in an agile, test-driven development environment. Ensures frontend and backend design integrity. Collaborates with product owners, client relations, other developers, and software end users to develop continuous product enhancements and releases.<br><br><strong>Qualifications<br><br></strong>:<br><ul><li>Highly analytical personality and epic problem solving skills.</li><li>Bachelor of Science in Computer Science / CIS recommended.</li><li>Understanding of cross-browser nuances and tablet viewports. Knowledge of HTTP and RESTful interfaces is a huge plus.</li><li>Ability to write clean and semantic HTML5 and CSS3.</li><li>Experience hand-coding JavaScript. Familiarity with JavaScript frameworks such as jQuery, Backbone.js, and Underscore.js is a plus. Familiarity with asynchronous JavaScript programming and AJAX is a plus.</li><li>Some experience with functional programming is a plus.</li><li>Experience hand-coding in an object-oriented language. Familiarity with PHP or other server-side scripting languages is a plus.</li><li>Some experience working with a Relational Database such as MySQL.</li><li>Experience working with a version control system. Familiarity with git and/or BitBucket is a plus.</li><li>Comfortable working in a Linux server environment.</li><li>Familiarity with the concepts of agile development and continuous deployment.</li><li>Demonstrated ability to write clean, clear, and commented code.</li><li>Effective technical verbal and written communication skills.</li><li>Willingness to work in a team environment.</li><li>Ability to demonstrate programming accomplishments (github, etc.)</li><li>Knowledge of HIPAA and the Healthcare-IT industry is a huge plus.</li><li>this position location is eligible to be remote FT<br></li></ul><em>This job description is intended as a summary of the primary responsibilities of and qualifications for this position. The job description is not intended as inclusive of all duties an individual in this position might be asked to perform or of all qualifications that may be required either now or in the future.<br><br></em>Powered by JazzHR<br><br>pvgqyBTAfJ
      ","
          78 applicants
        ","
        
          Azalea Health
        
      ","
            Entry level
          ","
          Full-time
        "
Software Engineer,"Atlanta, GA","
        <br><br>We value people who can bring a diverse perspective to our product and where a developer will not just write code but will have a real meaningful impact on the direction of the product and which features to build. We are building a team where diversity of thought and background is valued as strongly as technical skills, and where everyone is encouraged to come up with new ideas to make our customers’ lives better. You will be immersed in an environment that values teamwork and creative problem-solving techniques while encouraging you to continue to learn new skills and technologies.<br><br>Due to COVID-19, this is a temporary work from home role but will ultimately work in our Atlanta, GA office part of the time. <br><br><strong>What You’ll Be Doing<br><br></strong>CBORD/Horizon is looking for Software Engineers to help us deliver highly scalable services and world-class product experiences. You will have opportunities to work on multiple layers of the technology stack, ranging from implementing user-centric mobile design, building scalable distributed cloud solutions, architecting secure APIs, working with big data, and everything in between. You will collaborate with team members and other engineering groups to build full stack mobile-first applications and services using the latest web technologies in a dynamic and agile environment. You will be part of a fun-loving, diverse team that seeks challenges, loves learning and values teamwork. You will have opportunities for mentorship, career growth, and work on high-business impact areas.<br><br> <ul><li>Design and develop distributed software services and solutions that are engineered for scale, availability, high performance, and high reliability.</li> <li>Own and deliver complete features including design, architecture, implementation, testability, and debugging.</li> <li>Build responsive web experiences across multiple devices and browsers.</li> <li>Gain a working understanding of our business while collaborating with others to contribute to cohesive, end-to-end experiences for our users.</li> <li>Demonstrate analytical thinking, strong problem-solving skills, out-of-the-box thinking, and a real drive for results.</li> <li>Stay educated on existing, emerging technologies and evaluate if technologies fit our customers’ needs.</li> <li>Drive a culture within the organization to ensure services are functional, providing a positive user experience.</li> <li>Mentor junior engineers with all aspects of software development by code reviews and design sessions.</li> <br><br></ul><strong>What You’ll Bring to the Table<br><br></strong>You’re engaged and self-motivated. You think like an entrepreneur, constantly driving improvement and innovation. You act as a change agent. You’re a team player contributing to a collaborative and diverse work environment. We question the status quo and so should you. You are accountable and focused and take smart risks. You’re an extension of our talent acquisition team – always scouting top talent to join our team.<br><br>Basic Qualifications<br><br> <ul><li>Bachelor’s degree in Computer Science or related technical field experience or equivalent combination of industry related professional experience and education.</li> <li>2+ years of experience with C# / NET framework</li> <li>Hands on proficiency with one or more of the following: JavaScript, Angular, TypeScript, React, PHP, Java, Python</li> <li>Hands on knowledge of MVC, RESTful and Microservices.</li> <li>Strong coding, debugging, algorithm design and problem-solving skills.</li> <li>Ability to effectively share technical information, communicate technical issues and solutions to all levels of the business.</li> <br><br></ul>Preferred Qualifications<br><br> <ul><li>Experience with .NET Core a plus</li> <li>Experience running and working on services at scale</li> <li>Experience with cloud technologies (AWS preferred)</li> <br><br></ul><strong>Who We Are<br><br></strong>CBORD and Horizon are the world’s leading providers of integrated technology solutions powering housing, access, foodservice, nutrition, eCommerce, and card systems for K-12 and higher education, acute care, senior living, and business campuses. Our success and growth is directly attributed to our DREAMteam. Our culture is built on integrity, respect for our people, and continuous personal development. We maintain an entrepreneurial spirit, where creativity, innovative problem solving, and learning agility drive our day-to-day actions.<br><br>This description is intended to be generic in nature. It is not intended to determine all specific duties and responsibilities of any particular position. <br><br>Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities<br><br>The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)<br><br>
      ","
            Be among the first 25 applicants
          ","
        
          CBORD
        
      ","
            Not Applicable
          ","
          Full-time
        "
Software Engineer - Remote,"Atlanta, GA","
        Sharecare is the leading digital health company that helps people -- no matter where they are in their health journey -- unify and manage all their health in one place. Our comprehensive and data-driven virtual health platform is designed to help people, providers, employers, health plans, government organizations, and communities optimize individual and population-wide well-being by driving positive behavior change. Driven by our philosophy that we are all together better, at Sharecare, we are committed to supporting each individual through the lens of their personal health and making high-quality care more accessible and affordable for everyone. To learn more, visit www.sharecare.com.<br><br><strong>Job Summary<br><br></strong>We are seeking a backend Engineer to contribute to a new cutting edge platform supporting big name partners and customers. In this fast-paced environment, the team works with Product, QA, Operations, and Analytics to meet business needs. This position is a chance to join a highly collaborative agile team working on breaking new ground in the health information industry.<br><br>An ideal candidate should be a fast learner, self-driven, and detail focused. The candidate should be comfortable with functional programming in Scala and/or Node.js. Strong candidates with backgrounds in other functional languages may be considered if the candidate is a quick self-driven learner willing to dive in. Strong analytical skills are a must when designing our platform architecture. The candidate should be able to follow requirement documents, design future proof solutions, and voice his/her opinions on possible improvements and innovations.<br><br><strong>Essential Functions<br></strong><ul><li> Plan and design clean RESTful APIs that conform to company standards and best practices</li><li> Properly bound contexts for ""source of truth"" domains built for scale</li><li> Build libraries to be leveraged across the enterprise</li><li> Exhibit a passion for clean code and simple solutions to complex problems<br></li></ul><strong>Qualifications<br></strong><ul><li> Bachelor's degree (or higher) in Computer Science or related field</li><li> Detail focused engineer excited to learn new technologies and solve complex problems</li><li> Experience programming for the JVM (Functional languages a plus)</li><li> A strong understanding of concurrent, parallel, and distributed systems a plus</li><li> Experience with Scala, SBT, and the Typesafe stack (Play, SBT, Akka) a plus</li><li> Experience with Node.js and related tooling a plus</li><li> Experience with Amazon SNS, Kafka, MongoDB, Kubernetes , and GIT a plus</li><li> Knowledge or experience in test driven development (TDD) and continuous deployment best practices</li><li> Experience with machine learning algorithms and big data processing a plus</li><li> A ""can do"" attitude and enjoys working within a highly collaborative and friendly work environment<br></li></ul>Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled
      ","
            Be among the first 25 applicants
          ","
        
          Sharecare
        
      ","
            Entry level
          ","
          Full-time
        "
"Software Engineer, Full Stack","Atlanta, GA","
        Sharecare is the leading digital health company that helps people -- no matter where they are in their health journey -- unify and manage all their health in one place. Our comprehensive and data-driven virtual health platform is designed to help people, providers, employers, health plans, government organizations, and communities optimize individual and population-wide well-being by driving positive behavior change. Driven by our philosophy that we are all together better, at Sharecare, we are committed to supporting each individual through the lens of their personal health and making high-quality care more accessible and affordable for everyone. To learn more, visit www.sharecare.com.<br><br><strong>Job Summary<br><br></strong>We are seeking a backend Engineer to contribute to a new cutting edge platform supporting big name partners and customers. In this fast-paced environment, the team works with Product, QA, Operations, and Analytics to meet business needs. This position is a chance to join a highly collaborative agile team working on breaking new ground in the health information industry.<br><br>An ideal candidate should be a fast learner, self-driven, and detail focused. The candidate should be comfortable with functional programming in Scala and/or Node.js. Strong candidates with backgrounds in other functional languages may be considered if the candidate is a quick self-driven learner willing to dive in. Strong analytical skills are a must when designing our platform architecture. The candidate should be able to follow requirement documents, design future proof solutions, and voice his/her opinions on possible improvements and innovations.<br><br><strong>Essential Functions<br></strong><ul><li> Plan and design clean RESTful APIs that conform to company standards and best practices</li><li> Properly bound contexts for ""source of truth"" domains built for scale</li><li> Build libraries to be leveraged across the enterprise</li><li> Exhibit a passion for clean code and simple solutions to complex problems<br></li></ul><strong>Qualifications<br></strong><ul><li> Bachelor's degree (or higher) in Computer Science or related field</li><li> Detail focused engineer excited to learn new technologies and solve complex problems</li><li> Experience programming for the JVM (Functional languages a plus)</li><li> A strong understanding of concurrent, parallel, and distributed systems a plus</li><li> Experience with Scala, SBT, and the Typesafe stack (Play, SBT, Akka) a plus</li><li> Experience with Node.js and related tooling a plus</li><li> Experience with Amazon SNS, Kafka, MongoDB, Kubernetes , and GIT a plus</li><li> Knowledge or experience in test driven development (TDD) and continuous deployment best practices</li><li> Experience with machine learning algorithms and big data processing a plus</li><li> A ""can do"" attitude and enjoys working within a highly collaborative and friendly work environment<br></li></ul>Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled
      ","
            Be among the first 25 applicants
          ","
        
          eBay
        
      ","
            Entry level
          ","
          Full-time
        "
Software Engineer,"Atlanta, GA","
        <strong><u>Job Description<br><br></u></strong><strong>Position:</strong> Software Engineer<br><br><strong>Reporting to:</strong> Senior Director, Application Development<br><br><strong>Location:</strong> Atlanta<br><br><strong>The role<br><br></strong>Hiscox is searching for a passionate and highly skilled Software Engineer with experience building high-performing, scalable, enterprise-grade applications along with a proven track record of delivering high-quality software in a fast paced environment. We are a growing company and with a multi-disciplinary IT team of software engineers, test engineers and support engineers based in Atlanta. The team is responsible for the entire software development lifecycle and with your experience and skills you will contribute to the quality of our mission critical applications while helping the business execute against its objectives. The complexity and nature of the applications combined with the latest technology trends makes working in IT at Hiscox a great and challenging experience.<br><br><strong><u>What You’ll Be Doing<br></u></strong><ul><li>Provide support for existing systems, processes and applications by handling incidents, troubleshooting, and monitoring the execution of code as needed.</li><li>Providing advice and guidance to teams involved on best practice and development techniques.</li><li>Communicating with other IT teams on software related issues and suggested improvements.</li><li>Regularly communicate solutions, expectations, priorities, status and impacts to all level of business and IT management.</li><li>Work closely with customers, Business Analysts, and technology partners to understand the business requirements that drive the analysis and design of quality technical solutions that are aligned with the business and IT strategies<br><br></li></ul><strong><u>Responsibilities<br><br></u></strong><strong>Please provide a cover letter and resume which clearly communicates that you are the person to take on this challenge at Hiscox USA. Here are some of the requirements we would ideally like to see:<br></strong><ul><li>Be involved in different phases of SDLC in various development projects.</li><li>Design solutions and create the necessary supporting documentation in accordance with the Hiscox Change Delivery Framework.</li><li>Comply with and help enforce reuse, design, coding, and testing standards, policies and software engineering best practices.</li><li>Work collaboratively with test teams during the product test and UAT phases to fix assigned bugs.</li><li>Support code deployment across environments.</li><li>Report status, issues, and risks to tech leads on a regular basis.</li><li>Trouble-shoot and problem solve issues that arise in the day-to-day running of processes and provide timely responses and solutions as required.</li><li>Improve skills in software engineering by completing development certifications.<br><br></li></ul><strong><u>Person Specification<br><br></u></strong><strong>Required Experience and Skills: <br></strong><ul><li>3+ years of experience with Java Enterprise Edition</li><li>Experience with Java build tools such as Ant or Maven</li><li>Experience with application servers such as WildFly, Tomcat, JBoss</li><li>Experience with Spring and other Java frameworks / open source libraries</li><li>Experience with SOA and Web Services (REST/SOAP)</li><li>Experience with modern JavaScript frameworks and APIs</li><li>Knowledge/Experience of relational databases – Oracle, Microsoft SQL Server</li><li>Understanding technical design documents in the development space</li><li>Ability to communicate effectively with a diverse set of customers or partners across multiple disciplines</li><li>Experience in Agile methodologies</li><li>Excellent prioritization and time-management skills</li><li>Strong Analytical and Problem-solving skills</li><li>Dealing with ambiguity in a fast-paced environment</li><li>Bachelor of Information Technology (IT) or Computer Science<br><br></li></ul><strong><u>Desirable Skills<br></u></strong><ul><li>Experience designing and implementing frontend applications</li><li>Experience with API Management platforms</li><li>Experience with cloud serverless applications</li><li>Experience with mobile/tablet development including responsive design and hybrid applications</li><li>Knowledge of other approaches discussed in the Agile space: XP, Kanban, BDD, TDD</li><li>Insurance experience is desirable although not essential<br></li></ul><strong>Hiscox Values<br><br></strong>At Hiscox our spirit is in <strong>Challenging Convention</strong> and everything we do is guided by our Values.<br><ul><li><strong>Courage:</strong> Dare to take a risk</li><li><strong>Human: </strong>Clear, fair &amp; inclusive</li><li><strong>Ownership: </strong>Passionate, commercial &amp; accountable</li><li><strong>Integrity:</strong> Do the right thing, however hard</li><li><strong>Connected:</strong> Together, build something better<br><br></li></ul><strong><u>What Hiscox USA Offers<br></u></strong><ul><li>Competitive salary and bonus (based on personal &amp; company performance)</li><li>Comprehensive health insurance, Vision, Dental and FSA</li><li>401(k) with competitive company matching</li><li>24 Paid time off days</li><li>10 Paid Holidays</li><li>Paid sabbaticals after 10 years of service</li><li>Dynamic, creative and values-driven culture</li><li>Modern and open office spaces, complimentary fruit and drinks</li><li>Spirit of volunteerism, social responsibility and community involvement, including matching charitable donations for qualifying non-profits via our sister non-profit company, the Hiscox USA Foundation<br><br></li></ul><strong><u>About Hiscox<br><br></u></strong>As an international specialist insurer we are far removed from the world of mass market insurance products. Instead we are selective and focus on our key areas of expertise and strength - all of which is underpinned by a culture that encourages us to challenge convention and always look for a better way of doing things.<br><br>We insure the unique and the interesting. And we search for the same when it comes to talented people. Hiscox is full of smart, reliable human beings that look out for customers and each other. We believe in doing the right thing, making good and rebuilding when things go wrong. Everyone is encouraged to think creatively, challenge the status quo and look for solutions.<br><br>Scratch beneath the surface and you will find a business that is solid, but slightly contrary. We like to do things differently and constantly seek to evolve. We might have been around for a long time (our roots go back to 1901), but we are young in many ways, ambitious and going places. Some people might say insurance is dull, but life at Hiscox is anything but. If that sounds good to you, get in touch.<br><br><strong><u>About Hiscox US<br><br></u></strong>Hiscox USA was established in 2006 to focus primarily on the needs of small and middle market commercial clients, via both the broker and direct distribution channels and is today the fastest-growing business unit within the Hiscox Group.<br><br>Today, Hiscox USA has a talent force of about 420 employees mostly operating out of 6 major cities - New York, Atlanta, Dallas, Chicago, Los Angeles and San Francisco. Hiscox USA offers a broad portfolio of commercial products, including technology, cyber &amp; data risk, multiple professional liability lines, media, entertainment, management liability, crime, kidnap &amp; ransom, commercial property and terrorism.<br><br><strong>Diversity and flexible working at Hiscox<br><br></strong>At Hiscox we care about our people. We hire the best people for the job and we’re committed to diversity and creating a truly inclusive culture, which we believe drives success. We have also learned through our experience in 2020 that working life doesn’t always have to in the office, and when it’s safe to do so, we will be introducing a more flexible way of working to encourage a healthy work life balance. We see it as the best of both worlds: structure and sociability on one hand, and independence and flexibility on the other.<br><br><strong>You can follow Hiscox on LinkedIn, Glassdoor and Instagram (@HiscoxInsurance)<br><br></strong>We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class.<br><br>
      ","
            Be among the first 25 applicants
          ","
        
          Hiscox
        
      ","
            Not Applicable
          ","
          Full-time
        "
Fullstack Developer,"Atlanta, GA","
        <p>Miracle Software Systems Inc is looking for J<strong>ava/Fullstack</strong> Developer position at <strong>Atlanta, GA</strong> location </p><p><br></p><p><strong><u>Requirement Details:</u></strong></p><p>Position: <strong>Fullstack Developer </strong></p><p>Location: <strong>Atlanta, GA</strong></p><p>Duration: <strong>Long term</strong></p><p><br></p><p><strong><u>Required Skills:</u></strong></p><ul><li>Full Stack Java and Angular developer having 8+ years of experience.&nbsp;</li><li>Java12 Preferred</li><li>Angular 2+</li><li>Gradle</li><li>GCP Knowledge</li><li>Minimum Java 8+ required</li></ul><p><br></p><p>Interested people can drop your updated resume to speri1@miraclesoft.com or reach sai at (248) 412-0306.</p><p></p>
      ","
            Be among the first 25 applicants
          ","
        
          Miracle Software Systems, Inc
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
Software Engineer I,"Alpharetta, GA","
        <strong><u>Overview<br><br></u></strong>When you think of InComm Payments, think of Innovative Payments Technology. We were founded 25 years ago and continue to be a pioneer in the payment (FinTech) industry. Since our inception, we have grown to be a team of over 2,500 employees in 30 countries around the world. We own over 386 global technical patents and a network that includes over 500,000 points of retail distribution that points to our industry expertise.<br><br>InComm Payments works with the most recognized and valued brands in the world, and we are partnered with most of the world’s leading merchants. InComm Payments is highly focused on our people and their growth, and we work hard to make a career at InComm Payments meaningful and rewarding. We value innovation, quality, passion, integrity and responsibility in all that we do, and we are looking for great people to join our team as we move forward towards a very bright future.<br><br>You can learn more about careers at InComm Payments here: www.incomm.com or connect with us on Twitter , Facebook , LinkedIn , or Our Blog .<br><br>Inside InComm from InComm on Vimeo .<br><br><strong><u>Responsibilities<br></u></strong><ul><li> Collaborate with Product Management and your development team to determine functional and non-functional requirements for software development projects. </li><li> Create product specifications with attention to system integration, security, maintainability, and extensibility with the necessary documentation and diagrams for process workflow and application design, user interface, and data schemas. </li><li> Develop, enhance, and maintain existing applications. </li><li> Successfully communicate designs, research, and potential issues with team members </li><li> Prioritize activities to deliver quality projects on time following the software development lifecycle and adopted coding standards. <br><br></li></ul><strong><u>Qualifications<br></u></strong><ul><li> Full Stack development experience in Java. </li><li> 1+ years of experience in software development, application design, architecture, and deployment processes in a full stack Java development environment. </li><li> Proficient with Java IDE (Eclipse, IntelliJ, etc.) Office Suite and MS SQL Server queries &amp; stored procedures </li><li> Experience using XML, HTML, SQL </li><li> Experience with API Services (REST, JSON, SOAP) </li><li> Experience in developing Web Services (ex. RESTful or SOAP) </li><li> Experience with Continuous Integration/Continuous Delivery principles </li><li> Creating configuration, build, and test scripts for Continuous Integration environments </li><li> Demonstrate a sound understanding of software quality assurance principles, SOLID design principles and modeling methods. <br></li></ul>InComm provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity or national origin, citizenship, veteran’s status, age, disability status, genetics or any other category protected by federal, state, or local law.<br><br><strong><li>This position is eligible for the Employee Referral Bonus Program - Tier I<br><br></li></strong>
      ","
            Be among the first 25 applicants
          ","
        
          InComm Payments
        
      ","
            Not Applicable
          ","
          Full-time
        "
Software Developer,"Alpharetta, GA","
        Company Profile<br><br>At Morgan Stanley, we advise, originate trade, manage and distribute capital for governments, institutions and individuals, and always do so with a standard of excellence. We are a leading global financial services firm that conducts its business through three principal business segments?Institutional Securities, Wealth Management (WM), and Investment Management. The Firm's employees serve clients worldwide from more than 1,200 offices in 43 countries.<br><br>Our WM business is one of the largest in the world with more than $2 trillion in client assets, $73 billion in lending balances, and nearly 16,000 Financial Advisors in 600+ offices across the U.S. Our Financial Advisors focus on delivering timely, customized solutions and services that help clients meet their financial and life goals. Our offering includes brokerage and investment advisory services, financial and wealth planning, access to credit and lending, cash management, annuities and insurance, and retirement services.<br><br>As a market leader, the talent and passion of our people is critical to our success. Together, we share a common set of values rooted in integrity, excellence and strong team ethic. Morgan Stanley can provide a superior foundation for building a professional career - a place for people to learn, to achieve and grow. A philosophy that balances personal lifestyles, perspectives and needs is an important part of our culture.<br><br>Department Profile<br><br>Global Banking Technology is a dynamic and fast-paced area within the Firm?s WM Technology Division. We are responsible for creating innovative technology solutions for the Private Banking Group, one of the strategic growth areas of the Firm, providing cash management and lending products and services to our WM clients. This includes state-of-the-art technology for a nationwide network of Private Bankers and product specialists who work with Financial Advisors to provide access to products and services such as online banking, cards, deposit products, residential mortgages, securities-based loans and tailored lending. If you are an exceptional individual who is interested in solving complex problems and building sophisticated solutions in a dynamic team environment, this group is the best place for you.<br><br><strong>Position<br><br></strong>Description<br><br>We are looking for a strong software engineer to join newly established team within fixed income trading. The team supports several multi-billion trading desks and provides computational models for real-time valuation, pricing, P&amp;L and risk. Working closely with traders and quantitative strategists, you will design and implement mission critical financial systems using modern distributed architecture able to run on Azure cloud and premise. You must love building resilient high-performance systems and enjoy precise nature of technology in finance. This role demands continuous learning in business and technology, personal excellence and resourcefulness.<br><br><strong>Responsibilities<br></strong><ul><li> Solve complex engineering problems within fixed income trading domain.</li><li> Design and development of scalable resilient financial systems.</li><li> Produce high quality maintainable code.</li><li> Build continuously testing suite at various levels.</li><li> Collaborate with other team members through peer programming and code reviews.</li><li> Interact with traders, quantitative modelers and other business users.</li><li> Continuously learn fixed income business domain.</li><li> Advocate and advance toward cutting edge engineering practices.</li><li> Follow Agile development practices and ceremonies.<br></li></ul>Qualification Required<br><ul><li> 3+ years of developing production systems in Java, Python or similar.</li><li> Strong computer science fundamentals; scalable and resilient system design.</li><li> Database fundamentals; relational and NoSQL.</li><li> Good communication skills.</li><li> Growth mindset, personal excellence, collaborative spirit.<br></li></ul><strong>Skills<br><br></strong>Desired<br><ul><li> Azure or other cloud platforms such as Google Cloud, AWS, etc.</li><li> Expert in Git and development workflows.</li><li> Fixed income domain.</li><li> Proficiency in Java, Spring, Kafka, Spark.</li><li> Proficiency in UI frameworks such as Angular and React.</li><li> Experience in Agile development methodology.<br></li></ul>Education Qualification<br><ul><li> BA/BS in Computer Science, Math, Physics, or another technical field.<br></li></ul><strong>Posting Date<br><br></strong>Apr 27, 2021<br><br><strong>Primary Location<br><br></strong>Americas-United States of America-Georgia-Alpharetta<br><br><strong>Education Level<br><br></strong>Bachelor's Degree<br><br><strong>Job<br><br></strong>Development<br><br><strong>Employment Type<br><br></strong>Full Time<br><br><strong>Job Level<br><br></strong>Associate<br><br>
      ","
            Be among the first 25 applicants
          ","
        
          Morgan Stanley
        
      ","
            Not Applicable
          ","
          Full-time
        "
Software Engineer,Atlanta Metropolitan Area,"
        <p>We are a high energy, high growth startup, that's seeking an enterprising individual to join our growing team. We are looking for engineers who love building software, regardless of the languages they’ve used in the past. &nbsp;If you’re a solid engineer we’ll help you learn the specifics of a particular language on the job. </p><p><br> </p><p>Our products live in the cloud on Google’s Cloud Platform. &nbsp;Our Microservices technology stack includes AngularJS and React on the front end, Java (primarily), Scala, and Go on the application side, and a mix of relational and NoSQL solutions on the back end including MySQL, Cassandra, ElasticSearch, Hadoop, and Google’s Cloud Datastore. &nbsp;We handle eye-popping amounts of data and requests using stream processing technologies such as Kafka and Flink. </p><p><br> </p><p>We don’t expect anyone to have experience with all of these technologies. &nbsp;We’re simply looking for engineers who are great at what they do, love it, and are eager to learn. If you have these qualities and are willing to hit the ground running then we’re the place for you! </p><p><br> </p><p><strong>Requirements</strong> </p><ul><li>2-6 years experience with Java or some other object-oriented language </li><li>2-6 years experience doing full stack development (no worries, we have folks to help with the HTML and CSS but the stronger you are at these technologies the more we can do!) </li><li>A working knowledge of Git or some other source control tool </li><li>The desire to further your career by learning and working with cutting edge technologies </li><li>The ability to work in a fast-paced, highly collaborative environment </li><li>A working knowledge of Scrum or some other agile software methodology (Kanban, DSDM, etc…) </li><li>A bachelor's degree in computer science or engineering </li></ul><p><strong><br></strong> </p><p><strong>Compensation | Benefits</strong> </p><ul><li>Competitive base salary </li><li>Full benefits package </li><li>Stock Options </li><li>Career growth with an industry innovator </li></ul><p><em><br></em> </p><p><em>BetterCloud is an Equal Opportunity Employer, including disabled and vets.</em></p>
      ","
            Over 200 applicants
          ","
        
          BetterCloud
        
      ","
            Mid-Senior level
          ","
          Full-time
        "
