job_title,location,job_desc,applicants,company,level,job_length
API Developer - Python,"Washington, DC","
        If you are a API Developer with experience, please read on!<br><br>We're a company that works actively to provide financial transparency in the world of U.S. politics. We offer a great laid back and flexible work environment. If you have experience designing and developing large scale applications look no further.<br><br>What You Will Be Doing<br><br>As an API Developer you will be building APIs in Ruby on Rails and Python, working on our Ruby on Rails website and writing ETL and automation scripts.<br><br>What You Need for this Position<br><ul><li> Bachelor's degree in Computer Science</li><li> 2 years of software engineering experience</li><li> Experience in building and testing APIs</li><li> Knowledge of REST and GraphQL standards and best practices</li><li> Knowledge of Object Oriented Design principles and best practices</li><li> Experience with cloud technologies</li><li> Experience with Jenkins or other CICD solutions</li><li> Experience with Docker<br></li></ul>What's In It for You<br><ul><li> Salary: $85-$95k</li><li> Health insurance</li><li> 403(b) with matching</li><li> Flexible work options<br></li></ul>So, if you are a API Developer with experience, please apply today!<br><br><strong><u>Email Your Resume In Word To<br><br></u></strong>Looking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:<br><br>Zack.Waltz@CyberCoders.com<br><ul><li>Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : ZW1-1633187 -- in the email subject line for your application to be considered.***<br></li></ul>Zack Waltz - Recruiter - CyberCoders<br><br>Applicants must be authorized to work in the U.S.<br><br><strong>CyberCoders, Inc is proud to be an Equal Opportunity Employer<br><br></strong>All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.<br><br><strong>Your Right to Work</strong> - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.
      ","
            Be among the first 25 applicants
          ","
        
          CyberCoders
        
      ","
            Internship
          ","
          Full-time
        "
Software Engineer Apprentice,"Fairfax, VA","
        ASCENDING LLC is looking for <strong>Software Engineer Intern</strong> or <strong>Data Engineer Intern</strong> to join our team in Fairfax, VA. The ideal candidate needs to have a strong sense of data structure &amp; algorithm, hands-on coding experience, better with clouding computing experience. You will learn tools and techniques to design and develop software applications and systems.<br><br>Please note that this is an unpaid internship at first, but we offer monthly compensation if the performance meets expectation. A full-time opportunity will be provided depending on your overall performance. <strong>You need to work onsite in the Fairfax, VA office.<br><br></strong><strong>You Will Gain from This Internship:<br></strong><ul><li>Develop skills in software performance tuning</li><li>Learn the foundational tools to design software algorithms</li><li>Undergo extensive training in areas such as software requirements analysis, software algorithm structure design and development</li><li>Learn to develop incremental features on software applications utilizing software languages such as Python, Java, and JavaScript</li><li>Shadow Product Managers to understand feature requirements</li><li>Industry level project experience</li><li>A potential full-time developer role</li><li>Monthly compensation</li><li>Free lunch meals on weekdays<br></li></ul><strong>Qualifications<br><br></strong>:<br><ul><li>BS or MS degree in Computer Science, or related</li><li>1+ Years IT industry experience</li><li>Experience working in an Agile environment is a plus</li><li>Experience working with AWS is a plus</li><li>Strong coding skills</li><li>Proficiency in at least one programming language – Python, Java or JavaScript</li><li>Knowledge of Application architecture and design patterns</li><li>Detail-oriented, fast learner and multi-tasking<br></li></ul>Thank you for applying!<br><br>Powered by JazzHR<br><br>E99uDbOHMW
      ","
          78 applicants
        ","
        
          ASCENDING LLC
        
      ","
            Internship
          ","
          Full-time
        "
"Software Engineer, Apprentice","Hanover, MD","
        Who are we?<br>Independent Software is a consulting, product, and solutions firm dedicated to the practical application of software and system engineering technologies to solve complex problems. We bring together world class engineers with proven engineering best practices, domain expertise, commercial technologies and proven agile management approaches to create high value solutions aimed at helping our customers meet their most critical business and mission objectives.<br>Why Independent Software?<br>We are focused on continual learning and evolution. We don't do things because ""that's the way we've always done things""; we listen to our employees and adapt to the changing marketplace. We look at the big picture and encourage our engineers to get training and certifications in emerging technologies that will help shape our customer's mission.<br>We've been profitable year after year. We're always on the lookout for great engineers to join the team and we recognize that our employees are the heart and soul of what we do. We focus on recruiting talented people, treating them right, and then allowing them to do what they do best. No red tape. No micromanagement. Smart people want to work with smart people, and we love people who are passionate about what they do, and finding ways to do it better.<br>What you will be doing!<br>Independent Software is seeking an apprentice software engineer with experience in Angular JS &amp; Java programming.<br><br><strong><u>Required Experience<br></u></strong><ul><li> Analyze user requirements to derive software design and performance requirements</li><li> Design and code new software or modify existing software to add new features</li><li> Debug existing software and correct defects</li><li> Integrate existing software into new or modified systems or operating environments</li><li> Develop simple data queries for existing or proposed databases or data repositories</li><li> Provide recommendations for improving documentation and software development process standards<br></li></ul><strong><u>Education<br><br></u></strong>Bachelor's degree in Computer Science or a related discipline from an accredited college or university. Four (4) years of additional Software Engineering experience on projects with similar software processes may be substituted for a bachelor's degree.<br>Clearance: THIS POSITION REQUIRES A CURRENT TS/SCI WITH POLYGRAPH CLEARANCE!!!<br><br><strong><u>Top Reasons To Work At Independent Software<br></u></strong><ul><li> Great people deserve even better benefits, from comprehensive healthcare coverage and generous leave time to discounts with all of our vendors.</li><li> You are not just a job title. That's why we tip the work-life balance scale in your favor. It's not about being billable, it's about being valuable.</li><li> Whether you're working on-site or in our offices, your role at Independent Software is just as critical to our success as your coworker's.</li><li> We're constantly researching and implementing the latest technology so you've always got the right tools at your disposal.</li><li> As we've grown, we've retained that small company feel. When we say we have an open door policy, we actually mean it.</li><li> Independent Software is comprised of wonderfully generous folks. We believe in supporting the causes our employees care about. Bring us an opportunity to help and we'll listen.</li><li> Teamwork got us where we are today. Our collaborative environment allows you to maximize your true potential.</li><li> The work we do is exciting, critical stuff. No matter your role at Independent Software, you're helping us keep the nation safe and secure.</li><li> We have a history of great achievement and, with each year, our company gets even bigger and better. As we grow, so does the opportunity for our employees.</li><li> We host a variety of fun employee and family events throughout the year to say thanks for all that you do to make Independent Software a technology leader as well as a phenomenal place to work.<br></li></ul><strong><u>Benefits<br></u></strong><ul><li> Competitive salary</li><li> 100% company paid BC / BS insurance premiums for family health, dental, and vision insurance plans</li><li> 401(k) retirement plan with company paid match of gross salary</li><li> A generous Paid Time Off and Holiday package</li><li> Lots of paid training! We encourage all employees to seek out training opportunities like conferences, certification courses and seminars.</li><li> We truly believe the right work-life balance can exist, and it's here at Independent Software. Our work is extremely important, but your job is just a part of who you are. When you enjoy your life outside of our walls, you're at your best the next time you walk through our doors. We do all we can to assure that happens every day.<br></li></ul>Independent Software is an Equal Opportunity Employer EOE, M/F/D/V.
      ","
            Be among the first 25 applicants
          ","
        
          Independent Software of NJ
        
      ","
            Internship
          ","
          Full-time
        "
Software Developer Internship,"Reston, VA","
        <strong>Job Description<br><br></strong>Metron is seeking talented graduate and undergraduate software developer interns to contribute to various projects. The successful candidate will work in small teams led by Senior Software Engineers. Projects typically involve developing and testing algorithms, user interface components, and scripts in support of large scale defense and homeland security modeling and simulation systems.<br><br><strong><u>Desired Qualifications<br></u></strong><ul><li> Pursuing BS in one of the following areas: Computer Science, Math, Physics, Engineering, Data Science or Operations Research </li><li> Programming experience in Java, C++ or experience with polymorphism, data structures, and algorithms preferred </li><li> Excellent analytical skills </li><li> Experience with Windows development </li><li> U.S. CITIZENSHIP REQUIRED <br></li></ul><strong>Position<br><br></strong>Location: Reston, VA<br><br><strong> All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or protected veteran status. Metron takes affirmative action in support of its policy to employ and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities. <br><br></strong><strong> VEVRAA Federal Contractor</strong>
      ","
          184 applicants
        ","
        
          Metron, Inc.
        
      ","
            Internship
          ","
          Internship
        "
Software Developer - Intern,"Fairfax, VA","
        Reinventing Geospatial, Inc. (RGi) is looking for a talented and motivated Software Engineer Intern that is passionate about technology to join our team! As an Intern with RGi, you will have the opportunity to support Army and Intelligence Community projects by using emerging technologies and industry best practices. This position will support the development and intergration of commercial and government software platforms within the larger framework of governmental enterprise software solutions. A successful candidate must be comfortable working on both large and small development teams of varying skill levels within a multi team environment. The candidate must be self-starting, able to work well within a team environment and motivated to deliver innovative capabilities that directly impact national security.<br><br>Candidate will develop tools in support of large-scale software development multi-installation products to include capabilities in<br><ul><li>Enterprise Server &amp; Client environments</li><li>Android environments</li><li>Open Source (Stacks) &amp; Alternative OSs</li><li>Geospatial Data Mining</li><li>Elastic Computing (Map Reduction, etc.)/Elastic Storage</li><li>Software as a Service (SaaS), Platform as a Service (PaaS), and Infrastructure as a Service (IaaS)<br></li></ul><strong>Responsibilities<br></strong><ul><li>Create high-quality software within a development team</li><li>Design and architect software solutions</li><li>Identify and implement innovated ideas for product advancement</li><li>Interact with customers and inspire customer confidence</li><li>Create comprehensive documentation for developed solutions</li><li>Develop and perform integration testing procedures</li><li>Destroy all in frequent intern competitions<br></li></ul><strong>Basic Qualifications<br></strong><ul><li>U.S. Citizenship</li><li>Ability to obtain a security clearance. We will sponsor security clearances.</li><li>Sophomore, Junior, or Senior pursuing an undergraduate or graduate degree in Computer Science, Computer Engineering, or a related field</li><li>Minimum 3.0 cumulative GPA<br></li></ul><strong>Required<br><br></strong>Experience With One Or More Of The Following<br><ul><li>JavaScript</li><li>Python</li><li>C#</li><li>Java</li><li>Other relevant programming languages<br></li></ul><strong>Preferred Experience With One Or More Of The Following<br></strong><ul><li>.NET</li><li>ESRI platform</li><li>Django</li><li>React</li><li>Spring</li><li>Docker</li><li>AWS, Azure, Cloud technologies</li><li>Kubernetes<br></li></ul><strong>Who We Are<br><br></strong>Reinventing Geospatial Inc. (RGi) is a fast-paced small business that has the environment and culture of a start-up, with the stability and benefits of a well-established firm. We solve complex problems within geospatial software development and national defense to make an immediate impact for our nation’s soldiers and analysts.<br><br><strong>We Provide Truly Excellent Benefits, Including<br><br></strong>We pride ourselves on giving employees an exceptional life experience, where creativity thrives and challenges are simply part of the fun.<br><ul><li>100% paid employee healthcare &amp; dental insurance</li><li>Paid parental leave</li><li>401k with matching</li><li>Escalating vacation time</li><li>Referral bonuses</li><li>Tuition reimbursement</li><li>Professional development training</li><li>Free beverages and snacks</li><li>Catered breakfast on Friday’s<br></li></ul><em>Reinventing Geospatial, Inc. is an Equal Opportunity Employer committed to hiring and retaining a diverse workforce. We are an Equal Opportunity Employer, making decisions without regard to race, color, religion, sex, national origin, age, veteran status, disability, or any other protected class. U.S. Citizenship is required for all positions.</em>
      ","
            Over 200 applicants
          ","
        
          Reinventing Geospatial, Inc. (RGi)
        
      ","
            Internship
          ","
          Internship
        "
Modern Software Development Trainee,"Annapolis Junction, MD","
        <strong>Job Number: R0109682<br><br></strong>Modern Software Development Trainee<br><br><strong><u>The Challenge<br><br></u></strong>Are you looking for an opportunity to not just develop software, but to help build a system that will have a positive impact? As a full-stack developer, you can solve a problem with a complete end-to-end solution in a fast-paced, agile environment. We’re looking for a developer with the skills needed to build mission-critical software from vision to production-ready system.<br><br>We have an opportunity for you to develop your digital skills and establish your new career. You’ll join a rigorous training program that combines skills assessments, a comprehensive curriculum, functional mentorship, a capstone digital challenge, and support to place you on your first digital project. Equipped with the foundational digital skills to accelerate your career, you’ll join a team and apply those skills to support our clients’ critical missions.<br><br><strong><u>You Have<br></u></strong><ul><li>Experience with development languages, including Java</li><li>Knowledge of database schema design and SQL</li><li>Knowledge of the software development life cycle</li><li>Knowledge of Agile fundamentals</li><li>TS/SCI clearance with a polygraph</li><li>BA or BS degree<br></li></ul><strong><u>Nice If You Have<br></u></strong><ul><li>2+ years of experience in a technical environment</li><li>Ability to display a thirst for knowledge<br></li></ul><strong><u>Clearance<br><br></u></strong>Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; TS/SCI clearance with polygraph is required.<br><br>We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change.<br><br>CMD
      ","
            Be among the first 25 applicants
          ","
        
          Booz Allen Hamilton
        
      ","
            Internship
          ","
          Full-time
        "
Anticipated Software Developer Intern,"Leesburg, VA","
        <strong>Job Title<br><br></strong>Anticipated Software Developer Intern<br><br><strong>Location<br><br></strong>Leesburg, VA or Bloomington, IN<br><br>Clearance Level Must Possess: None<br><br>Schedule: Full Time Summer and/or Part Time School Year<br><br>Share This Job<br><ul><li> Tweet</li><li> Share 0</li><li> +1</li><li> LinkedIn 0</li><li> Email<br></li></ul>Print or Save a PDF Copy<br><br>Apply for This Job
      ","
            Be among the first 25 applicants
          ","
        
          Image Matters LLC
        
      ","
            Internship
          ","
          Internship
        "
"Embedded Developer, Apprentice with Security Clearance","Fort Meade, MD","
        Who are we? Independent Software is a consulting, product, and solutions firm dedicated to the practical application of software and system engineering technologies to solve complex problems. We bring together world class engineers with proven engineering best practices, domain expertise, commercial technologies and proven agile management approaches to create high value solutions aimed at helping our customers meet their most critical business and mission objectives. Why Independent Software? We are focused on continual learning and evolution. We don't do things because ""that's the way we've always done things""; we listen to our employees and adapt to the changing marketplace. We look at the big picture and encourage our engineers to get training and certifications in emerging technologies that will help shape our customer's mission. We've been profitable year after year. We're always on the lookout for great engineers to join the team and we recognize that our employees are the heart and soul of what we do. We focus on recruiting talented people, treating them right, and then allowing them to do what they do best. No red tape. No micromanagement. Smart people want to work with smart people, and we love people who are passionate about what they do, and finding ways to do it better. What you will be doing! Independent Software is seeking an apprentice level embedded software developer with experience designing, developing and testing C &amp; C++ applications to fulfill unique requirements on Windows, Unix, or other specified platforms. Experience with reverse engineering is a plus. General Requirements: * At least four (5) years of embedded development engineering experience<br><li> At least one (1) year of experience programming in C, C++, Assembly (Intel, Motorola, and/or PowerPC), Java, Perl, Python, C Shell, Bash, and SQL</li><li> Familiarity with software version control tools (i.e. Subversion, CVS, etc.)<br></li>Education: Shall have a minimum of five (5) years of embedded engineering experience or a Bachelor of Science in Computer Science, Electrical Engineering, Computer Engineering, Physics or similar technical major. In addition to the minimum requirements above, the individual shall, With assistance, break down program specifications into the simplest elements and translate it into code. Clarify actions the program is intended to perform. Work as a part of a team to write specific section of code. Clearance: THIS POSITION REQUIRES A CURRENT TS/SCI WITH POLYGRAPH CLEARANCE!!! Top Reasons to Work at Independent Software: * Great people deserve even better benefits, from comprehensive healthcare coverage and generous leave time to discounts with all of our vendors.<br><li> You are not just a job title. That's why we tip the work-life balance scale in your favor. It's not about being billable, it's about being valuable.</li><li> Whether you're working on-site or in our offices, your role at Independent Software is just as critical to our success as your coworker's.</li><li> We're constantly researching and implementing the latest technology so you've always got the right tools at your disposal.</li><li> As we've grown, we've retained that small company feel. When we say we have an open door policy, we actually mean it.</li><li> Independent Software is comprised of wonderfully generous folks. We believe in supporting the causes our employees care about. Bring us an opportunity to help and we'll listen.</li><li> Teamwork got us where we are today. Our collaborative environment allows you to maximize your true potential.</li><li> The work we do is exciting, critical stuff. No matter your role at Independent Software, you're helping us keep the nation safe and secure.</li><li> We have a history of great achievement and, with each year, our company gets even bigger and better. As we grow, so does the opportunity for our employees.</li><li> We host a variety of fun employee and family events throughout the year to say thanks for all that you do to make Independent Software a technology leader as well as a phenomenal place to work.Benefits: * Competitive salary</li><li> Comprehensive health, dental, and vision insurance plans</li><li> 401(k) retirement plan with company paid match of gross salary</li><li> A generous Paid Time Off and Holiday package</li><li> Lots of paid training! We encourage all employees to seek out training opportunities like conferences, certification courses and seminars.</li><li> We truly believe the right work-life balance can exist, and it's here at Independent Software. Our work is extremely important, but your job is just a part of who you are. When you enjoy your life outside of our walls, you're at your best the next time you walk through our doors. We do all we can to assure that happens every day.Independent Software is an Equal Opportunity Employer EOE, M/F/D/V.</li>
      ","
            Be among the first 25 applicants
          ","
        
          ClearanceJobs
        
      ","
            Internship
          ","
          Full-time
        "
Modern Software Technical Trainee,"McLean, VA","
        <strong>Job Number: R0109728<br><br></strong>Modern Software Technical Trainee<br><br><strong><u>The Challenge<br><br></u></strong>Are you looking for an opportunity to not just develop software, but to help build a system that will have a positive impact? As a full-stack developer, you can solve a problem with a complete end-to-end solution in a fast-paced, agile environment. We’re looking for a developer with the skills needed to build mission-critical software from vision to production-ready system.<br><br>We have an opportunity for you to develop your Digital skills and establish your new career. You’ll join a rigorous training program that combines skills assessments, a comprehensive curriculum, functional mentorship, a capstone Digital challenge, and support to place you on your first digital project. Equipped with the foundational Digital skills to accelerate your career, you’ll join a team and apply those skills to support our clients’ critical missions.<br><br><strong><u>You Have<br></u></strong> Experience with development languages, including java<li>Knowledge of database schema design and SQL</li><li>Knowledge of the software development life cycle</li><li>Knowledge of Agile fundamentals</li><li>Top Secret Clearance</li><li>BA or BS degree<br></li><strong><u>Nice If You Have<br></u></strong> 2+ years of experience in a technical environment<li>Ability to possess a thirst for knowledge<br></li><strong><u>Clearance<br><br></u></strong>Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Top Secret clearance is required.<br><br><strong><u>Build Your Career<br><br></u></strong>A challenging and dynamic work environment isn’t all we have to offer. When you join Booz Allen, you can expect:<br>  access to experts in virtually every field<li> a culture that focuses on supporting our employees</li><li> opportunities that provide stability while offering variety<br></li>You’ll also be exposed to a wealth of training resources through our Digital University, an online learning portal featuring more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and tech from our in-house experts. Pursuing certifications? Take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want, as you chart your own course for success.<br><br>We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change.<br><br>
      ","
            Be among the first 25 applicants
          ","
        
          ClearedJobs.Net
        
      ","
            Internship
          ","
          Full-time
        "
"Embedded Developer, Apprentice","Fort Meade, MD","
        Who are we?<br>Independent Software is a consulting, product, and solutions firm dedicated to the practical application of software and system engineering technologies to solve complex problems. We bring together world class engineers with proven engineering best practices, domain expertise, commercial technologies and proven agile management approaches to create high value solutions aimed at helping our customers meet their most critical business and mission objectives.<br>Why Independent Software?<br>We are focused on continual learning and evolution. We don't do things because ""that's the way we've always done things""; we listen to our employees and adapt to the changing marketplace. We look at the big picture and encourage our engineers to get training and certifications in emerging technologies that will help shape our customer's mission.<br>We've been profitable year after year. We're always on the lookout for great engineers to join the team and we recognize that our employees are the heart and soul of what we do. We focus on recruiting talented people, treating them right, and then allowing them to do what they do best. No red tape. No micromanagement. Smart people want to work with smart people, and we love people who are passionate about what they do, and finding ways to do it better.<br>What you will be doing!<br>Independent Software is seeking an apprentice level embedded software developer with experience designing, developing and testing C &amp; C++ applications to fulfill unique requirements on Windows, Unix, or other specified platforms. Experience with reverse engineering is a plus.<br><br><strong><u>General Requirements<br></u></strong><ul><li> At least four (5) years of embedded development engineering experience</li><li> At least one (1) year of experience programming in C, C++, Assembly (Intel, Motorola, and/or PowerPC), Java, Perl, Python, C Shell, Bash, and SQL</li><li> Familiarity with software version control tools (i.e. Subversion, CVS, etc.)<br></li></ul><strong><u>Education<br><br></u></strong>Shall have a minimum of five (5) years of embedded engineering experience or a Bachelor of Science in Computer Science, Electrical Engineering, Computer Engineering, Physics or similar technical major. In addition to the minimum requirements above, the individual shall, With assistance, break down program specifications into the simplest elements and translate it into code. Clarify actions the program is intended to perform. Work as a part of a team to write specific section of code.<br>Clearance: THIS POSITION REQUIRES A CURRENT TS/SCI WITH POLYGRAPH CLEARANCE!!!<br><br><strong><u>Top Reasons To Work At Independent Software<br></u></strong><ul><li> Great people deserve even better benefits, from comprehensive healthcare coverage and generous leave time to discounts with all of our vendors.</li><li> You are not just a job title. That's why we tip the work-life balance scale in your favor. It's not about being billable, it's about being valuable.</li><li> Whether you're working on-site or in our offices, your role at Independent Software is just as critical to our success as your coworker's.</li><li> We're constantly researching and implementing the latest technology so you've always got the right tools at your disposal.</li><li> As we've grown, we've retained that small company feel. When we say we have an open door policy, we actually mean it.</li><li> Independent Software is comprised of wonderfully generous folks. We believe in supporting the causes our employees care about. Bring us an opportunity to help and we'll listen.</li><li> Teamwork got us where we are today. Our collaborative environment allows you to maximize your true potential.</li><li> The work we do is exciting, critical stuff. No matter your role at Independent Software, you're helping us keep the nation safe and secure.</li><li> We have a history of great achievement and, with each year, our company gets even bigger and better. As we grow, so does the opportunity for our employees.</li><li> We host a variety of fun employee and family events throughout the year to say thanks for all that you do to make Independent Software a technology leader as well as a phenomenal place to work.<br></li></ul><strong><u>Benefits<br></u></strong><ul><li> Competitive salary</li><li> Comprehensive health, dental, and vision insurance plans</li><li> 401(k) retirement plan with company paid match of gross salary</li><li> A generous Paid Time Off and Holiday package</li><li> Lots of paid training! We encourage all employees to seek out training opportunities like conferences, certification courses and seminars.</li><li> We truly believe the right work-life balance can exist, and it's here at Independent Software. Our work is extremely important, but your job is just a part of who you are. When you enjoy your life outside of our walls, you're at your best the next time you walk through our doors. We do all we can to assure that happens every day.<br></li></ul>Independent Software is an Equal Opportunity Employer EOE, M/F/D/V.
      ","
            Be among the first 25 applicants
          ","
        
          Independent Software of NJ
        
      ","
            Internship
          ","
          Full-time
        "
Modern Software Technical Trainee,"Chantilly, VA","
        <strong>Job Number: R0108475<br><br></strong>Modern Software Technical Trainee<br><br><strong><u>The Challenge<br><br></u></strong>Are you looking for an opportunity to not just develop software, but to help build a system that will have a positive impact? As a full-stack developer, you can solve a problem with a complete end-to-end solution in a fast-paced, agile environment. We’re looking for a developer with the skills needed to build mission-critical software from vision to production-ready system.<br><br>We have an opportunity for you to develop your digital skills and establish your new career. You’ll join a rigorous training program that combines skills assessments, a comprehensive curriculum, functional mentorship, a capstone digital challenge, and support to place you on your first digital project. Equipped with the foundational digital skills to accelerate your career, you’ll join a team and apply those skills to support our clients’ critical missions.<br><br><strong><u>You Have<br></u></strong><ul><li>Experience with development languages, including Java</li><li>Knowledge of database schema design and SQL</li><li>Knowledge of the software development life cycle</li><li>Knowledge of Agile fundamentals</li><li>Top Secret clearance</li><li>BA or BS degree<br></li></ul><strong><u>Nice If You Have<br></u></strong><ul><li>2+ years of experience in a technical environment</li><li>Ability to possess a thirst for knowledge<br></li></ul><strong><u>Clearance<br><br></u></strong>Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Top Secret clearance is required.<br><br><strong><u>Build Your Career<br><br></u></strong>A challenging and dynamic work environment isn’t all we have to offer. When you join Booz Allen, you can expect:<br><ul><li> access to experts in virtually every field</li><li> a culture that focuses on supporting our employees</li><li> opportunities that provide stability while offering variety<br></li></ul>You’ll also be exposed to a wealth of training resources through our Digital University, an online learning portal featuring more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and tech from our in-house experts. Pursuing certifications? Take advantage of our tuition assistance, onsite boot camps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want, as you chart your own course for success.<br><br>We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change.
      ","
            Be among the first 25 applicants
          ","
        
          Booz Allen Hamilton
        
      ","
            Internship
          ","
          Full-time
        "
Modern Software Development Trainee with Security Clearance,"Annapolis Junction, MD","
        Job Number: R0109682 Modern Software Development Trainee<br>The Challenge: Are you looking for an opportunity to not just develop software, but to help build a system that will have a positive impact? As a full-stack developer, you can solve a problem with a complete end-to-end solution in a fast-paced, agile environment. We're looking for a developer with the skills needed to build mission-critical software from vision to production-ready system. We have an opportunity for you to develop your digital skills and establish your new career. You'll join a rigorous training program that combines skills assessments, a comprehensive curriculum, functional mentorship, a capstone digital challenge, and support to place you on your first digital project. Equipped with the foundational digital skills to accelerate your career, you'll join a team and apply those skills to support our clients' critical missions. You Have: -Experience with development languages, including Java<br><li>Knowledge of database schema design and SQL</li><li>Knowledge of the software development life cycle</li><li>Knowledge of Agile fundamentals -TS/SCI clearance with a polygraph</li><li>BA or BS degree Nice If You Have: -2+ years of experience in a technical environment</li><li>Ability to display a thirst for knowledge Clearance: Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; TS/SCI clearance with polygraph is required. We're an EOE that empowers our people-no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic-to fearlessly drive change. CMD</li>
      ","
            Be among the first 25 applicants
          ","
        
          ClearanceJobs
        
      ","
            Internship
          ","
          Full-time
        "
Modern Software Technical Trainee,"McLean, VA","
        <strong>Job Number: R0109731<br><br></strong>Modern Software Technical Trainee<br><br><strong><u>The Challenge<br><br></u></strong>Are you looking for an opportunity to not just develop software, but to help build a system that will have a positive impact? As a full-stack developer, you can solve a problem with a complete end-to-end solution in a fast-paced, agile environment. We’re looking for a developer with the skills needed to build mission-critical software from vision to production-ready system.<br><br>We have an opportunity for you to develop your Digital skills and establish your new career. You’ll join a rigorous training program that combines skills assessments, a comprehensive curriculum, functional mentorship, a capstone Digital challenge, and support to place you on your first digital project. Equipped with the foundational Digital skills to accelerate your career, you’ll join a team and apply those skills to support our clients’ critical missions.<br><br><strong><u>You Have<br></u></strong> Experience with development languages, including java<li>Knowledge of database schema design and SQL</li><li>Knowledge of the software development life cycle</li><li>Knowledge of Agile fundamentals</li><li>Top Secret clearance</li><li>BA or BS degree<br></li><strong><u>Nice If You Have<br></u></strong> 2+ years of experience in a technical environment<li>Ability to possess a thirst for knowledge<br></li><strong><u>Clearance<br><br></u></strong>Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Top Secret clearance is required.<br><br><strong><u>Build Your Career<br><br></u></strong>A challenging and dynamic work environment isn’t all we have to offer. When you join Booz Allen, you can expect:<br>  access to experts in virtually every field<li> a culture that focuses on supporting our employees</li><li> opportunities that provide stability while offering variety<br></li>You’ll also be exposed to a wealth of training resources through our Digital University, an online learning portal featuring more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and tech from our in-house experts. Pursuing certifications? Take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want, as you chart your own course for success.<br><br>We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change.<br><br>
      ","
            Be among the first 25 applicants
          ","
        
          ClearedJobs.Net
        
      ","
            Internship
          ","
          Full-time
        "
